,ROC,ROC5,Momemtum2,BBmavg,BBup,BBpctB,DIp,DIn,DI,ADX,ema20,sma20,ema60,sma60,MACDoscil,MACDsignal,rsi,SfastK,SfastD,SslowD,SMI,SMIsignal,Yc
1,-0.005255747,-0.022588913,-0.005796,0.305823248,0.31536109,0.186027091,16.78497983,29.2983695,27.15381989,14.19373876,0.30620767,0.30597255,0.3095119,0.3095119,-0.492242104,-0.275725491,40.09236419,0.125002508,0.178393429,0.295083,-13.39006096,-6.122180976,1
2,-0.010601837,-0.029748069,-0.004742,0.30578815,0.315441641,0.073320036,16.00578212,29.2648976,29.28852752,15.27193796,0.305299511,0.30578815,0.30909092,0.3089586,-0.680693422,-0.356719077,36.96361757,0.023809626,0.069211371,0.182243745,-17.86660394,-8.471065568,1
3,0.005314968,-0.031306652,-0.001581,0.3058145,0.315388122,0.132607639,16.4920225,27.68328274,25.33374739,15.99063863,0.304628415,0.3058145,0.308735578,0.30853705,-0.779894083,-0.441354078,39.50563395,0.12903902,0.092617051,0.113407284,-21.47883992,-11.07262044,1
4,0.014033367,-0.010399733,0.005796,0.305840855,0.315366723,0.286085014,19.85073334,25.46058049,12.38067643,15.73278419,0.304422661,0.30589355,0.308530084,0.308256,-0.738173995,-0.500718062,45.78294148,0.38706215,0.179970265,0.113932896,-22.67601996,-13.39330034,1
5,0.03593232,0.039423072,0.015281,0.306385383,0.315880978,0.765429684,28.7729074,21.84090875,13.69586246,15.58728978,0.305290408,0.30655225,0.308694147,0.308256,-0.406597147,-0.481893879,58.08123219,0.942856114,0.486319095,0.252968804,-18.03037725,-14.32071572,1
6,-0.00336734,0.041311479,0.010012,0.306921105,0.316830746,0.851379465,30.34296912,20.22531986,20.00789323,15.90304717,0.305975131,0.3069738,0.308818273,0.308335033,-0.170562326,-0.419627568,56.76057465,0.756092696,0.695336987,0.453875449,-12.90705471,-14.03798352,1
7,-0.01016736,0.041745955,-0.004215,0.307035277,0.31706422,0.683913698,27.76275824,22.75640985,9.90979974,15.47495807,0.306293595,0.3069738,0.30883469,0.308343817,-0.066470501,-0.348996155,52.87734893,0.609780082,0.769576297,0.650410793,-9.481773563,-13.12674153,1
8,-0.005124335,0.031306652,-0.004742,0.306710329,0.316069825,0.60181736,26.54721458,22.3857173,8.50449202,14.97706764,0.306431157,0.30649955,0.308798733,0.308396517,-0.025390058,-0.284274935,50.99806831,0.536600632,0.634157803,0.699690362,-7.542729855,-12.0099392,1
9,-0.010328126,0.006945159,-0.004743,0.306236069,0.314650735,0.495292463,24.40974136,24.91914847,1.032674997,13.98103959,0.306254475,0.3059199,0.308660283,0.3083526,-0.075226603,-0.242465269,47.37182642,0.390241731,0.512207482,0.638647194,-7.708782548,-11.14970787,1
10,0.035688014,0.006700853,0.007904,0.306508314,0.315436399,0.873797631,28.10258266,21.60475894,13.072161,13.91611969,0.307148525,0.3063151,0.308889192,0.308291117,0.174233486,-0.159125518,58.49476229,0.902451597,0.609764653,0.585376646,-3.116604245,-9.543087142,0
11,0.008313413,0.018381606,0.013701,0.30685961,0.316732921,0.989242897,28.21410623,20.33816829,16.2215633,14.08079423,0.30820838,0.30678935,0.309196989,0.308220867,0.434830549,-0.040334304,60.62857784,1,0.764231109,0.628734415,3.831252164,-6.868219281,0
12,-0.003317076,0.02523189,0.001581,0.307246022,0.318086648,0.968267569,29.23359148,18.57871283,22.28480472,14.66679498,0.309066915,0.30713185,0.309460136,0.308124267,0.605766502,0.088885857,59.3149782,0.833333388,0.911928328,0.761974697,9.755786785,-3.543418068,0
13,-0.015064529,0.015291696,-0.005797,0.307509462,0.318753219,0.799145144,27.52407997,18.66234241,19.18688892,14.98965884,0.309391971,0.3072899,0.309559148,0.308045217,0.610408493,0.193190384,53.67878923,0.645815126,0.826382838,0.834180759,12.69972974,-0.294788506,0
14,0,0.025619822,-0.004743,0.307851964,0.319283012,0.710115682,25.74091622,20.39809108,11.57984415,14.74610064,0.309686069,0.30765875,0.309654914,0.308036433,0.607009339,0.275954175,53.67878923,0.645815126,0.708321214,0.815544127,14.55808186,2.675785567,0
15,-0.017005659,-0.027073852,-0.005269,0.307992494,0.319371168,0.511969887,23.92042773,23.0807837,1.786430617,13.82040993,0.309450348,0.30776415,0.309574786,0.308018867,0.462123873,0.313188115,47.82399706,0.437501038,0.576377097,0.703693716,13.32067964,4.804764381,0
16,-0.019050073,-0.054437338,-0.011066,0.307720212,0.319351233,0.274210858,21.84077466,28.60905226,13.4158589,13.79151343,0.308684982,0.30750065,0.309307219,0.307852,0.193846355,0.289319763,42.35092176,0.173885601,0.419067255,0.567921855,8.340956973,5.512002899,1
17,0.001746899,-0.049373363,-0.00527,0.307544544,0.319379649,0.285528033,20.92649656,27.41144684,13.4158589,13.76468096,0.308042698,0.3073162,0.309065704,0.307667567,-0.005598646,0.230336081,42.98967202,0.159085433,0.256824024,0.417422792,2.507553877,4.911113095,1
18,-0.005249879,-0.039558712,-0.001054,0.307342511,0.319354115,0.31170612,22.74009974,25.14437359,5.020988392,13.14013149,0.307311012,0.3069473,0.308780271,0.307386517,-0.203355098,0.143597845,41.50396146,0.047613058,0.126861364,0.267584215,-4.026384885,3.123613499,1
19,0.001753024,-0.037805688,-0.001054,0.307131708,0.319401342,0.266995464,21.50857145,24.98605957,7.479332671,12.73578872,0.306699201,0.30671015,0.308521475,0.307105467,-0.342835024,0.046311271,42.2207734,0.071426515,0.092708335,0.158797908,-10.20378141,0.458134517,1
20,-0.012332831,-0.03313286,-0.003161,0.306973653,0.31955696,0.195355968,19.48796557,26.16096244,14.61808014,12.8702381,0.30579442,0.3064994,0.308150246,0.306894683,-0.54508154,-0.071967291,38.65127206,0.041666744,0.053568772,0.091046157,-16.80792691,-2.995077768,1
21,0.027973272,0.013890485,0.004743,0.307184411,0.319418689,0.371865923,19.30913103,23.62181288,10.04562551,12.66848006,0.305778761,0.3067892,0.308067615,0.30691225,-0.477141757,-0.153002184,49.22048754,0.374993683,0.162695647,0.102990918,-19.27872589,-6.251807392,0
22,0,0.012143586,0.008431,0.307588399,0.319031499,0.414428847,21.17550555,21.74958902,1.337407582,11.85911774,0.305764594,0.3072371,0.307987693,0.306868333,-0.418469243,-0.206095596,49.22048754,0.374993683,0.263884703,0.160049708,-20.35140486,-9.071726885,1
23,-0.010399733,0.006993732,-0.003162,0.307807931,0.318722939,0.28757075,19.51021208,22.2864054,6.642148302,11.48647707,0.305450632,0.30744785,0.30780672,0.306815633,-0.450472729,-0.254971023,45.78923472,0.249981255,0.333322873,0.253301074,-22.34902105,-11.72718572,1
24,0.001740817,0.006981525,-0.002635,0.307869411,0.318660737,0.274151442,18.39728321,21.01511302,6.642148302,11.14045358,0.305216763,0.3074742,0.307648959,0.3067805,-0.456695588,-0.295315936,46.45915856,0.270816659,0.298597199,0.298601592,-24.26917152,-14.23558288,1
25,-0.001740817,0.017573539,0,0.307474195,0.318294452,0.317365711,18.12097834,20.03070261,5.005609768,10.70225045,0.304954976,0.3069209,0.307479091,0.306657533,-0.470237803,-0.330300309,45.84898373,0.249981255,0.256926389,0.296282154,-25.67957184,-16.52438067,1
26,0.003478609,-0.006921124,0.000527,0.306956035,0.317487312,0.336960148,17.67513378,19.53787161,5.005609768,10.29534755,0.304818502,0.306473,0.30734935,0.3065697,-0.447890118,-0.353818271,47.33865211,0.341453866,0.28741726,0.280980283,-26.05873831,-18.4312522,0
27,0.018919011,0.011997887,0.006851,0.306806733,0.317203904,0.544791996,22.03181597,18.21087023,9.494758174,10.23816259,0.305247121,0.306473,0.307413929,0.3065697,-0.273362581,-0.337727133,54.71709387,0.675702856,0.422379326,0.322240992,-22.74758225,-19.29451821,0
28,-0.008555205,0.013842415,0.003162,0.306780381,0.317161732,0.563036843,23.80493295,16.66009405,17.65682475,10.76806703,0.305383966,0.3064203,0.307389997,0.306534567,-0.202584005,-0.310698507,51.20514423,0.645159728,0.554105484,0.42130069,-19.71838705,-19.37929198,0
29,-0.003442682,0.008658916,-0.003689,0.306754038,0.317144254,0.4459088,22.0700896,18.48262848,8.846413485,10.63080606,0.305407398,0.306473,0.307332292,0.306508217,-0.172387578,-0.283036321,49.82749398,0.580637004,0.633833196,0.536772669,-17.35808998,-18.97505158,0
30,-0.008658916,0.001740817,-0.003689,0.30634125,0.316325059,0.429179929,20.58886326,17.24217334,8.846413485,10.50334945,0.305177646,0.30584065,0.307190086,0.30643795,-0.215671016,-0.26956326,46.4620061,0.419330194,0.548375642,0.578771441,-16.55485178,-18.49101162,0
31,-0.00348467,-0.005222461,-0.003689,0.305612275,0.314595583,0.295661301,19.5606517,20.12673372,1.426352529,9.854992529,0.304869394,0.30502385,0.307017985,0.306446733,-0.274797289,-0.270610066,45.14839745,0.35480747,0.451591556,0.544600132,-16.8006024,-18.15292977,0
32,0.001743853,-0.02239762,-0.000527,0.304865742,0.312122749,0.334798112,19.20036171,19.09952782,0.263274609,9.16986982,0.30464069,0.3042861,0.306868805,0.306552117,-0.30427298,-0.277342649,45.97092464,0.387068832,0.387068832,0.462345343,-17.11550528,-17.94544488,0
33,-0.001743853,-0.015586267,0,0.304233403,0.310204084,0.278609736,18.44021729,19.00327569,1.503754991,8.62229019,0.304383576,0.30375915,0.306707237,0.3066048,-0.337790455,-0.28943221,45.24033842,0.35480747,0.365561257,0.401407215,-18.82557198,-18.1214703,0
34,-0.005249879,-0.017393465,-0.002108,0.303644968,0.308369046,0.208089046,17.80752369,18.35146744,1.504311176,8.113863117,0.304000379,0.30315315,0.306499131,0.306560883,-0.401836114,-0.311912991,43.03093533,0.041664547,0.261180283,0.337936791,-21.80991226,-18.85915869,0
35,-0.007039636,-0.015774184,-0.003688,0.30317072,0.307848563,0.030684075,16.46878026,21.75488996,13.82941427,8.522116771,0.303453009,0.30270525,0.306228766,0.30633255,-0.503116992,-0.350153791,40.21238196,0.129033708,0.175168575,0.267303372,-25.06445809,-20.10021857,0
36,-0.021431498,-0.033721012,-0.008431,0.302652558,0.309375729,-0.284444454,14.54208569,28.30921499,32.12768125,10.20822852,0.302355485,0.302231,0.305759922,0.30592855,-0.74439944,-0.429002921,33.1862585,0.133330665,0.101342973,0.17923061,-29.12405059,-21.90498497,0
37,-0.003613562,-0.039078427,-0.007377,0.302072961,0.310533927,-0.161683344,13.41535624,27.40605434,34.27294134,11.92713658,0.3012622,0.30167775,0.305271924,0.3054543,-0.954357546,-0.534073846,32.1780803,0.127662086,0.13000882,0.13550679,-33.28504643,-24.18099726,0
38,0.023276541,-0.014058034,0.005797,0.301756829,0.310548663,0.20083738,17.81492292,24.81766403,16.42579448,12.24846929,0.300925419,0.30154605,0.305024517,0.30512935,-0.92642025,-0.612543127,44.07945863,0.404249521,0.221747424,0.151033073,-33.62096704,-26.06899122,0
39,-0.005324401,-0.014132556,0.005269,0.301519729,0.310587207,0.23268308,17.42913919,23.3901814,14.60348219,12.41668449,0.300470141,0.30130895,0.304733385,0.304865883,-0.93624916,-0.677284333,42.23720941,0.340412334,0.290774647,0.214176964,-33.61408611,-27.5780102,0
40,-0.01795214,-0.02504506,-0.00685,0.301124537,0.311178635,0.016536059,16.09955992,27.32708322,25.85399765,13.37649258,0.299556414,0.3009928,0.304279045,0.304593633,-1.074487904,-0.756725048,36.72798742,0.127662086,0.290774647,0.267765573,-36.1253517,-29.2874785,1
41,-0.007273462,-0.010887024,-0.007377,0.300369262,0.311628358,-0.007394724,15.46425306,28.87955181,30.25292661,14.58195215,0.298528946,0.3001497,0.303770486,0.304303817,-1.228169036,-0.851013845,34.77376555,0.042553652,0.170209357,0.250586217,-39.68424704,-31.36683221,1
42,-0.020279179,-0.027552641,-0.007905,0.299306571,0.312263059,-0.076173788,14.1603983,33.57897508,40.67622888,16.44582906,0.297047236,0.29901675,0.303088535,0.304014,-1.492565159,-0.979324108,30.0401196,0.039215329,0.069810356,0.176931453,-44.17802269,-33.9290703,1
43,-0.009355535,-0.060184717,-0.008432,0.298147277,0.31345007,-0.093439828,13.06536877,37.42655286,48.24768655,18.71739031,0.29545569,0.29791015,0.302342551,0.303724167,-1.757035366,-1.13486636,28.16343344,0.114753141,0.065507374,0.101842362,-47.46052703,-36.63536165,1
44,0.005623818,-0.049236498,-0.001054,0.297128506,0.313667721,0.061378518,15.46233009,34.99776691,38.71462398,20.14576414,0.294166291,0.29685625,0.30167286,0.303408,-1.903720032,-1.288637094,30.95074135,0.188683467,0.114217312,0.083178347,-49.38985726,-39.18626077,1
45,0.038501885,0.007217527,0.012647,0.296513737,0.312970513,0.3393601,23.41549007,29.97091769,12.27920718,19.58386722,0.294053597,0.296382,0.301387947,0.30328505,-1.694815011,-1.369872677,46.57577863,0.584910643,0.29611575,0.158613479,-45.53671505,-40.45635163,1
46,0.028370148,0.042861137,0.019497,0.29638199,0.312653378,0.638435111,31.2324502,26.24908926,8.669498053,18.80426942,0.294754588,0.2962766,0.301388801,0.303241133,-1.281538213,-1.352205785,54.94163782,0.886792844,0.553462318,0.321265127,-36.67263502,-39.69960831,1
47,-0.001749956,0.06139036,0.007904,0.296118474,0.3118059,0.702371256,31.19846822,24.3266611,12.37603082,18.34510952,0.295338627,0.295855,0.301372349,0.3031006,-0.958074993,-1.273379626,54.36853024,0.807017855,0.759573781,0.53638395,-27.56494236,-37.27267512,1
48,-0.003505791,0.067240104,-0.00158,0.295626672,0.310370471,0.589070703,29.08149759,28.3303989,1.308263157,17.12819192,0.295766758,0.2955125,0.301321911,0.302810783,-0.722632783,-1.163230258,53.17497027,0.771959987,0.821923562,0.71165322,-19.57381619,-33.73290333,1
49,0.005255747,0.066872034,0.000527,0.295354395,0.309539754,0.6702481,29.99457665,25.95889959,7.212558241,16.41993237,0.29630459,0.2953017,0.30132493,0.302564867,-0.487522012,-1.028088609,54.77913483,0.824563435,0.801180426,0.794225923,-11.8508598,-29.35649463,1
50,0.01043591,0.038806059,0.004742,0.29534562,0.309507481,0.832090164,32.83810888,24.07767025,15.39193307,16.34650385,0.297092343,0.29538075,0.301431523,0.302512167,-0.213134282,-0.865097743,57.88842866,0.883334745,0.826619389,0.816574459,-3.780541951,-24.24130409,1
51,0,0.01043591,0.003162,0.295468588,0.309897574,0.809507649,30.80398833,22.58620544,15.39193307,16.27832022,0.297805073,0.2955125,0.30153462,0.3024419,0.003560186,-0.691366157,57.88842866,0.883334745,0.863744308,0.830514708,3.75659665,-18.64172394,1
52,-0.008689011,0.003496855,-0.002635,0.295424673,0.309773302,0.714829884,28.87751796,24.01653434,9.190038204,15.77201437,0.298198971,0.29548615,0.301547944,0.302301367,0.102430652,-0.532606796,54.28130292,0.799994211,0.855554567,0.848639421,9.523452212,-13.00868871,1
53,0.013866408,0.020869054,0.001581,0.295582778,0.310265446,0.812239792,29.86411271,22.89502714,13.20924789,15.58895962,0.298956878,0.29569695,0.301699061,0.302248667,0.290846712,-0.367916094,58.71408242,0.933339065,0.872222673,0.863840516,16.00379413,-7.206192144,1
54,-0.012122556,0.003490752,0.000527,0.295679395,0.310524934,0.740473028,28.09788331,22.72413167,10.57366898,15.23072457,0.299291271,0.29580235,0.301724272,0.30220475,0.336619952,-0.227008885,53.798809,0.816662318,0.849998531,0.85925859,20.81349864,-1.602253987,1
55,0.025799313,0.018854154,0.004216,0.296153658,0.311941253,0.883577931,31.85782396,20.62251245,21.40861183,15.67200223,0.300346673,0.29640835,0.302007837,0.302292583,0.577936369,-0.066019834,61.27924804,0.984615785,0.911539056,0.877920087,27.16476898,4.151150607,0
56,-0.006814997,0.012039157,0.005797,0.297023153,0.313712701,0.873628866,32.1463297,19.30101984,24.96787488,16.33599314,0.3011008,0.29722515,0.30221299,0.302318933,0.703695542,0.087923241,58.55653002,0.869567759,0.890281954,0.883939847,31.70988907,9.662898299,1
57,-0.01377093,0.006957239,-0.006324,0.297752063,0.314576889,0.728891872,29.55087773,22.933478,12.60832803,16.06973134,0.301381581,0.2978838,0.302273187,0.302292583,0.682723762,0.206883345,53.44220541,0.725798602,0.859994049,0.887271686,33.16177946,14.36267453,1
58,0.020585927,0.013676758,0.002108,0.29844589,0.316128975,0.837246299,29.30556084,20.97892606,16.55905288,16.10468288,0.302237906,0.29851615,0.302538754,0.3023365,0.824666646,0.330440005,59.19875574,0.901970153,0.832445505,0.860907169,34.94207546,18.47855472,1
59,0.00338695,0.029186263,0.007377,0.29924507,0.317950423,0.858466226,32.24622396,19.43322958,24.79320794,16.72529181,0.303112963,0.2992802,0.30283014,0.3024331,0.953273471,0.455006699,60.08375076,0.76189582,0.796554858,0.829664804,36.24391834,22.03162744,1
60,-0.00508635,-0.0016994,-0.000527,0.300219917,0.319218763,0.781069196,30.0456011,19.81222085,20.52512495,16.99670847,0.303754205,0.3002287,0.303060168,0.302573633,1.001207142,0.564246787,58.0491614,0.690502641,0.784789538,0.804596634,36.73558923,24.9724198,1
61,0,0.005115597,-0.00158,0.301265035,0.319964995,0.72943806,28.31165555,19.82305767,17.63508559,17.04230683,0.304334376,0.3012826,0.303282654,0.3027405,1.026980775,0.656793585,58.0491614,0.690502641,0.714300367,0.765214921,36.81970853,27.34187755,1
62,-0.011977358,0.00690917,-0.003689,0.302380422,0.319513388,0.625591975,26.81182982,21.12761021,11.85708388,16.67193376,0.304507959,0.3024419,0.303376895,0.302898583,0.93919879,0.713274626,53.17347557,0.500022479,0.627009254,0.70869972,34.88902228,28.85130649,1
63,0.038805179,0.025128421,0.008425,0.304331447,0.319604803,0.980370578,35.94603249,17.72332667,33.95364897,17.90634199,0.305818725,0.30433865,0.303865226,0.303232217,1.174299723,0.805479645,63.89717338,0.834898332,0.675141151,0.672150257,35.79534611,30.24011442,1
64,-0.020980745,0.000760726,0.005506,0.305902923,0.318068571,0.83480295,33.35169664,21.4410822,21.73756229,18.18000059,0.306375322,0.30582595,0.304120891,0.303385467,1.172778043,0.878939325,56.32038118,0.551854155,0.628924989,0.643691798,34.86652412,31.16539636,1
65,0,0.005847076,-0.006608,0.307044053,0.317673584,0.829509341,30.94639276,19.89476453,21.73756229,18.43411214,0.306878911,0.30675995,0.304368173,0.303354283,1.157965394,0.934744539,56.32038118,0.551854155,0.646202214,0.650089451,33.11171415,31.55465992,1
66,0.008794474,0.01464155,0.002753,0.307729678,0.318450777,0.820390151,29.36738973,18.87965773,21.73756229,18.67007286,0.307596729,0.30741005,0.30469761,0.30338655,1.203888726,0.988573376,58.68734892,0.637001083,0.580236464,0.618454556,32.30730078,31.70518809,1
67,0.012186271,0.038805179,0.006608,0.308519836,0.319883422,0.929053135,32.2991748,17.49121537,29.74059728,19.46082461,0.308613326,0.30827925,0.305142639,0.30353575,1.324618355,1.055782372,61.80828925,0.818512475,0.669122571,0.63185375,33.2376528,32.01168103,1
68,0.022241091,0.022241091,0.011013,0.309814386,0.3220688,1.08467848,34.61822805,16.02680016,36.70928529,20.69285751,0.310214819,0.309559,0.305807766,0.3038306,1.585710949,1.161768087,66.82044896,0.954231702,0.80324842,0.684202485,36.47474588,32.904294,1
69,0.05913317,0.102355006,0.026982,0.311856734,0.329458986,1.328719875,46.58177761,12.85779208,56.73659096,23.2674099,0.313551788,0.31175095,0.307101052,0.30450855,2.269204501,1.38325537,76.15413437,0.939540379,0.904094852,0.792155281,42.20011386,34.76345797,1
70,0.025197382,0.127552388,0.028634,0.314285592,0.339188042,1.28392322,49.72873981,11.53936776,62.33156787,26.0577069,0.317409999,0.3142253,0.308640788,0.3051489,2.985066787,1.703617654,78.98363365,0.939819086,0.944530389,0.883957887,48.27711755,37.46618989,1
71,-0.02201349,0.096744424,0.001101,0.316548467,0.345364182,1.074502266,45.60800814,12.42460037,57.18062418,28.28077242,0.320166571,0.3163142,0.309877287,0.30561685,3.309419507,2.024778024,71.04021285,0.789283132,0.889547532,0.912724258,50.80980844,40.1349136,1
72,0.00949416,0.094052313,-0.004405,0.318841753,0.349754597,0.962812106,41.87146577,15.50293281,45.95870914,29.54348218,0.322975278,0.31870005,0.311181573,0.306157433,3.598830333,2.339588486,72.32486878,0.852500945,0.860534388,0.898204103,53.22703795,42.75333847,1
73,0.017174315,0.088985537,0.009361,0.321334849,0.355201693,0.991319273,44.78255545,14.2460152,51.73179684,31.1283618,0.326093347,0.32117795,0.312641685,0.306878017,3.922478312,2.656166451,74.55342226,0.938721906,0.860168661,0.870083527,56.84878872,45.57242852,1
74,0.061533892,0.091386259,0.028633,0.324851468,0.364423279,1.110285528,51.51469587,11.88280919,62.51332231,33.3701447,0.331064552,0.3249691,0.314794122,0.307974867,4.654028346,3.05573883,80.76930116,1,0.930407617,0.883703555,62.46527061,48.95099694,0
75,-0.055362625,0.010826253,0.002202,0.327646088,0.369938667,0.931653928,44.03207244,14.2537826,51.09007978,34.63585435,0.333621928,0.3273463,0.316207986,0.308819967,4.681342067,3.380859477,65.27321119,0.721620638,0.886780848,0.892452375,61.7961625,51.52003005,1
76,-0.015503008,0.017336735,-0.02588,0.329993813,0.373198458,0.806161869,40.46176571,16.04626158,43.20714294,35.24808924,0.335411363,0.3295536,0.317394971,0.309669917,4.517451464,3.608177875,61.82130819,0.611574713,0.777731784,0.864973416,58.20646655,52.85731735,1
77,-0.006270844,0.00157173,-0.007709,0.332304922,0.374953071,0.727107809,37.76374411,18.31061488,34.69166583,35.20834472,0.336820567,0.33186155,0.318470808,0.310474367,4.284865451,3.74351539,60.44397319,0.578510536,0.637235296,0.767249309,53.7308459,53.03202306,0
78,0.038555173,0.022952588,0.011563,0.334755538,0.377712613,0.786679006,38.69205605,16.65000679,39.8287453,35.53837333,0.339406608,0.3345416,0.319962716,0.3115346,4.369144411,3.868641194,65.60126613,0.78512037,0.658401873,0.691122984,52.67702578,52.9610236,0
79,-0.004549117,-0.043130421,0.012114,0.337174619,0.380329751,0.776474083,36.95937105,15.90439594,39.8287453,35.84482847,0.341589026,0.3370864,0.321351545,0.312558517,4.342790361,3.963471027,64.5142112,0.756298644,0.706643183,0.667426784,52.15351128,52.79952114,0
80,-0.00609601,0.006136193,-0.003854,0.339644802,0.38215216,0.743001997,35.72472687,14.88730028,41.17089903,36.22526208,0.343353881,0.3396001,0.322622641,0.3136072,4.219450131,4.014666848,63.01529552,0.713046512,0.751488508,0.705511188,51.03978045,52.447573,0
81,-0.009217066,0.012422135,-0.005506,0.34196577,0.382745455,0.67532735,33.80726546,16.38858969,34.70142249,36.1164164,0.344635988,0.3419486,0.323743735,0.3144603,3.998077689,4.011349016,60.73511579,0.628574409,0.699306521,0.719146071,48.59845527,51.67774945,0
82,-0.034539967,-0.015846988,-0.015418,0.344105284,0.381615105,0.571567235,30.5300361,20.01958848,20.79233566,35.0218392,0.344642274,0.34387585,0.324430891,0.3151115,3.503855784,3.90985037,53.14241013,0.306814384,0.549478435,0.666757821,42.51522651,49.84524487,0
83,-0.049108896,-0.103511057,-0.028633,0.344766077,0.380925227,0.326530347,27.24790766,28.6178745,2.452246764,32.69543974,0.343074725,0.34437145,0.324553911,0.315540083,2.699344053,3.667749107,44.89952392,0,0.311796264,0.52019374,32.74614019,46.42542393,0
84,0.0232183,-0.075743639,-0.00881,0.345702206,0.379525947,0.308854476,25.5703241,27.94242745,4.432781502,30.67667844,0.342390656,0.3455829,0.324925652,0.316088367,2.214221612,3.377043608,48.88419296,0.180852748,0.162555711,0.341276803,24.27967939,41.99627502,0
85,0.006534284,-0.063113346,0.009911,0.346876918,0.377722589,0.34870552,27.16830673,27.19983531,0.057990905,28.48962933,0.34198145,0.34690445,0.325357401,0.316682133,1.859613584,3.073557603,49.99654153,0.223395314,0.134749354,0.203033776,17.223074,37.04163482,0
86,-0.055243621,-0.109139901,-0.015969,0.34731746,0.376514188,0.090586625,23.51491494,35.22006936,19.92876061,27.87813871,0.339880645,0.3471798,0.325179224,0.316955483,1.13699234,2.68624455,41.89458721,0.045045083,0.149764382,0.149023149,8.025814019,31.23847066,1
87,0.015372463,-0.05922747,-0.013215,0.347574441,0.375818959,0.072238727,21.8495429,32.7257155,19.92876061,27.31032598,0.338451917,0.3475102,0.325169381,0.317214817,0.670933265,2.283182293,44.53461797,0.126129865,0.131523421,0.138679052,0.042291491,24.99923482,1
88,0,-0.010118574,0.004956,0.347758021,0.375432983,0.139705709,24.37145604,30.62362392,11.36859493,26.17163091,0.337159259,0.3474827,0.32515986,0.317518067,0.296460153,1.885837865,44.53461797,0.127277053,0.099484001,0.126923934,-5.756207688,18.84814632,1
89,-0.010222007,-0.043558882,-0.003304,0.346693427,0.37684849,0.053078354,22.79462258,34.75283685,20.77974317,25.78649607,0.335675043,0.3462988,0.325042323,0.317783817,-0.08044717,1.492580858,43.02323822,0.131867995,0.128424971,0.119810797,-11.07413138,12.86369078,1
90,0,-0.050093165,-0.003304,0.34519751,0.376820133,0.155515032,25.29472488,32.96631428,13.16761512,24.88514743,0.334332182,0.3446744,0.324928641,0.318093483,-0.376619652,1.118740756,43.02323822,0.131867995,0.130337681,0.119415551,-15.96644049,7.097664527,1
91,0.030357795,0.035508251,0.009912,0.344151307,0.376490818,0.261630275,25.8290986,30.77565865,8.738770894,23.73183482,0.334061212,0.34393105,0.325143669,0.318585917,-0.367272997,0.821538005,49.04041007,0.329678804,0.197804931,0.152189194,-18.40972104,1.996187414,0
92,0.03107301,0.051208798,0.020374,0.343866808,0.37618515,0.467489741,32.0428348,28.19739925,6.383500362,22.49266807,0.33481243,0.3435456,0.325694663,0.319243933,-0.10508012,0.63621438,54.50206709,0.538465797,0.333337532,0.220493381,-17.80145455,-1.963340979,0
93,-0.029415195,0.021793603,0.00055,0.342737972,0.375053106,0.334427853,29.39103504,32.34061136,4.778061969,21.22733907,0.334548104,0.3423617,0.325902609,0.319745533,-0.135806227,0.481810259,49.12960864,0.340654988,0.402933196,0.311358553,-17.87680214,-5.146033212,0
94,0.016446501,0.048462112,-0.004406,0.34088412,0.370114278,0.417730589,30.95872665,30.45263885,0.824094691,19.76996447,0.334833332,0.3403243,0.326284261,0.32036525,-0.02671148,0.380105911,51.96231624,0.50616,0.461760262,0.399343663,-16.95773801,-7.508374171,0
95,-0.001630751,0.046831361,0.004956,0.339562599,0.36678536,0.466289069,30.83468625,28.86478914,3.299689147,18.59351623,0.335039015,0.3392781,0.326635367,0.321010917,0.045818675,0.313248464,51.6529004,0.500000102,0.448938364,0.437877274,-14.53701285,-8.914101907,0
96,-0.053705591,-0.037232026,-0.018171,0.337791343,0.36499861,0.191857724,27.23039594,35.40881049,13.05638277,18.1980067,0.333546918,0.33762615,0.326397224,0.3214683,-0.3193817,0.186722431,42.84946815,0.150927354,0.385695819,0.432131481,-15.5354296,-10.23836745,1
97,-0.013888696,-0.082193732,-0.022026,0.336084357,0.363870537,0.166242424,25.12215898,36.53840761,18.51466709,18.2206253,0.331777402,0.3358641,0.326022463,0.321869817,-0.710322338,0.007313477,40.96963438,0.070174176,0.240367211,0.358333798,-18.36395521,-11.863485,1
98,0.030984934,-0.021793603,0.005507,0.334331509,0.360385983,0.308033905,24.05691052,33.96390724,17.07490018,18.13878779,0.331120411,0.33390935,0.325984972,0.322322367,-0.770452203,-0.148239659,46.642111,0.385972337,0.202357956,0.276140328,-19.44017248,-13.3788225,0
99,0.003383224,-0.03485688,0.011013,0.332587828,0.355769255,0.361434752,25.45687576,32.36753774,11.9511147,17.69681114,0.330630848,0.33209225,0.325984809,0.322819617,-0.782346731,-0.275061073,47.24848819,0.421050402,0.292398972,0.245041379,-19.65109403,-14.6332768,0
100,0.003371817,-0.029854312,0.002202,0.330981764,0.350406243,0.427939334,25.6269448,31.15449139,9.734777718,17.12809447,0.330292767,0.3304403,0.32602075,0.323423033,-0.756142359,-0.37127733,47.88628296,0.456128467,0.421050402,0.30526911,-19.30496942,-15.56761532,0
